	id	prediction
12676	DEL00094420	1.0
12677	DEL00094515	1.0
12678	DEL00094519	1.0
12679	DEL00094523	1.0
12681	DEL00094565	1.0
12682	DEL00094600	1.0
12683	DEL00094602	1.0
12684	DEL00094629	1.0
12685	DEL00094657	1.0
12686	DEL00094659	1.0
12687	DEL00094664	0.0
12688	DEL00094679	0.0
12689	DEL00094686	1.0
12691	DEL00094704	1.0
12692	DEL00094705	1.0
12693	DEL00094712	1.0
12694	DEL00094713	1.0
12695	DEL00094717	1.0
12696	DEL00094734	1.0
12697	DEL00094743	1.0
12698	DEL00094755	0.0
12699	DEL00094781	0.0
12702	DEL00094934	0.0
12703	DEL00094942	0.0
12704	DEL00094944	1.0
12705	DEL00094990	1.0
12706	DEL00095001	0.0
12707	DEL00095032	0.0
12708	DEL00095033	1.0
12709	DEL00095140	1.0
12712	DEL00095194	1.0
12713	DEL00095544	1.0
12714	DEL00095550	0.0
12715	DEL00095611	1.0
12716	DEL00095655	0.0
12717	DEL00095702	1.0
12718	DEL00095707	0.0
12719	DEL00095748	1.0
12721	DEL00095752	1.0
12722	DEL00095755	1.0
12723	DEL00095757	1.0
12724	DEL00095760	0.0
12725	DEL00095793	0.0
12726	DEL00095796	0.0
12727	DEL00095818	0.0
12728	DEL00095823	1.0
12729	DEL00095901	1.0
12732	DEL00095916	0.0
12733	DEL00095923	0.0
12734	DEL00096022	1.0
12735	DEL00096024	1.0
12736	DEL00096043	1.0
12737	DEL00096046	0.0
12738	DEL00096204	1.0
12739	DEL00096313	1.0
12740	DEL00096382	0.0
12741	DEL00096394	1.0
12742	DEL00096398	1.0
12743	DEL00096399	1.0
12744	DEL00096400	0.0
12745	DEL00096502	1.0
12746	DEL00096510	1.0
12747	DEL00096523	0.0
12748	DEL00096624	1.0
12749	DEL00096627	0.0
12750	DEL00096638	1.0
12751	DEL00096641	0.0
12752	DEL00096649	1.0
12753	DEL00096652	1.0
12754	DEL00096662	1.0
12755	DEL00096676	0.0
12756	DEL00096679	1.0
12757	DEL00096688	1.0
12758	DEL00096704	1.0
12759	DEL00096709	1.0
12760	DEL00096721	0.0
12761	DEL00096737	1.0
12762	DEL00096742	1.0
12763	DEL00096759	1.0
12764	DEL00096760	1.0
12765	DEL00096765	1.0
12766	DEL00096776	1.0
12767	DEL00096789	0.0
12768	DEL00096791	0.0
12769	DEL00096797	1.0
12771	DEL00096802	1.0
12772	DEL00096810	1.0
12773	DEL00096814	1.0
12774	DEL00096817	1.0
12775	DEL00096830	1.0
12776	DEL00096834	1.0
12777	DEL00096835	1.0
12778	DEL00096841	1.0
12779	DEL00096843	1.0
12781	DEL00096846	1.0
12782	DEL00096851	1.0
12783	DEL00096853	1.0
12784	DEL00096859	1.0
12785	DEL00096865	1.0
12786	DEL00096878	1.0
12787	DEL00096879	1.0
12788	DEL00096888	1.0
12789	DEL00096892	1.0
12791	DEL00096924	1.0
12792	DEL00096934	1.0
12793	DEL00096941	1.0
12794	DEL00096942	1.0
12795	DEL00096944	1.0
12796	DEL00096946	1.0
12797	DEL00096955	1.0
12798	DEL00096975	1.0
12799	DEL00096991	1.0
12801	DEL00097057	0.0
12802	DEL00097072	1.0
12803	DEL00097075	1.0
12804	DEL00097078	1.0
12805	DEL00097097	1.0
12806	DEL00097099	1.0
12807	DEL00097107	1.0
12808	DEL00097108	1.0
12809	DEL00097119	1.0
12811	DEL00097125	1.0
12812	DEL00097131	1.0
12813	DEL00097138	1.0
12814	DEL00097142	1.0
12815	DEL00097148	1.0
12816	DEL00097155	1.0
12817	DEL00097158	1.0
12818	DEL00097160	1.0
12819	DEL00097161	1.0
12821	DEL00097163	1.0
12822	DEL00097174	1.0
12823	DEL00097179	1.0
12824	DEL00097195	1.0
12825	DEL00097199	0.0
12826	DEL00097205	1.0
12827	DEL00097208	1.0
12828	DEL00097210	0.0
12829	DEL00097215	1.0
12830	DEL00097217	0.0
12831	DEL00097224	1.0
12832	DEL00097225	1.0
12833	DEL00097226	1.0
12834	DEL00097239	1.0
12835	DEL00097245	1.0
12836	DEL00097253	1.0
12837	DEL00097258	1.0
12838	DEL00097271	1.0
12839	DEL00097310	1.0
12842	DEL00097336	1.0
12843	DEL00097340	1.0
12844	DEL00097353	1.0
12845	DEL00097355	1.0
12846	DEL00097356	1.0
12847	DEL00097357	1.0
12848	DEL00097360	1.0
12849	DEL00097366	1.0
12851	DEL00097372	0.0
12852	DEL00097376	1.0
12853	DEL00097386	1.0
12854	DEL00097388	1.0
12855	DEL00097392	1.0
12856	DEL00097399	1.0
12857	DEL00097401	1.0
12858	DEL00097413	1.0
12859	DEL00097416	1.0
12861	DEL00097428	1.0
12862	DEL00097431	1.0
12863	DEL00097432	1.0
12864	DEL00097434	1.0
12865	DEL00097437	1.0
12866	DEL00097445	1.0
12867	DEL00097447	1.0
12868	DEL00097453	1.0
12869	DEL00097460	1.0
12871	DEL00097495	1.0
12872	DEL00097499	1.0
12873	DEL00097503	1.0
12874	DEL00097520	0.0
12875	DEL00097530	1.0
12876	DEL00097531	1.0
12877	DEL00097539	1.0
12878	DEL00097554	1.0
12879	DEL00097572	1.0
12881	DEL00097576	1.0
12882	DEL00097577	1.0
12883	DEL00097582	1.0
12884	DEL00097603	1.0
12885	DEL00097606	1.0
12886	DEL00097609	1.0
12887	DEL00097610	1.0
12888	DEL00097611	1.0
12889	DEL00097617	1.0
12892	DEL00097626	1.0
12893	DEL00097630	1.0
12894	DEL00097633	1.0
12895	DEL00097636	1.0
12896	DEL00097638	0.0
12897	DEL00097649	1.0
12898	DEL00097652	1.0
12899	DEL00097670	1.0
12902	DEL00097687	1.0
12903	DEL00097688	1.0
12904	DEL00097690	1.0
12905	DEL00097692	0.0
12906	DEL00097710	0.0
12907	DEL00097712	1.0
12908	DEL00097717	1.0
12909	DEL00097718	0.0
12911	DEL00097724	1.0
12912	DEL00097729	1.0
12913	DEL00097733	1.0
12914	DEL00097743	1.0
12915	DEL00097745	1.0
12916	DEL00097750	1.0
12917	DEL00097752	1.0
12918	DEL00097758	1.0
12919	DEL00097761	1.0
12921	DEL00097763	1.0
12922	DEL00097765	1.0
12923	DEL00097772	1.0
12924	DEL00097783	1.0
12925	DEL00097784	1.0
12926	DEL00097786	1.0
12927	DEL00097790	1.0
12928	DEL00097797	1.0
12929	DEL00097803	0.0
12930	DEL00097811	0.0
12931	DEL00097812	1.0
12932	DEL00097818	0.0
12933	DEL00097860	1.0
12934	DEL00097862	1.0
12935	DEL00097864	1.0
12936	DEL00097869	1.0
12937	DEL00097874	1.0
12938	DEL00097883	1.0
12939	DEL00097885	1.0
12940	DEL00097886	1.0
12941	DEL00097887	1.0
12942	DEL00097889	1.0
12943	DEL00097891	1.0
12944	DEL00097892	0.0
12945	DEL00097894	1.0
12946	DEL00097895	1.0
12947	DEL00097899	0.0
12948	DEL00097901	1.0
12949	DEL00097905	1.0
12951	DEL00097914	1.0
12952	DEL00097920	0.0
12953	DEL00097922	1.0
12954	DEL00097926	0.0
12955	DEL00097927	1.0
12956	DEL00097942	1.0
12957	DEL00097958	1.0
12958	DEL00097965	1.0
12959	DEL00097966	1.0
12961	DEL00097974	0.0
12962	DEL00097979	1.0
12963	DEL00097994	1.0
12964	DEL00097996	1.0
12965	DEL00098001	1.0
12966	DEL00098011	1.0
12967	DEL00098022	1.0
12968	DEL00098024	1.0
12969	DEL00098025	1.0
12971	DEL00098031	1.0
12972	DEL00098033	0.0
12973	DEL00098045	1.0
12974	DEL00098047	1.0
12975	DEL00098048	1.0
12976	DEL00098051	1.0
12977	DEL00098071	1.0
12978	DEL00098072	1.0
12979	DEL00098079	1.0
12980	DEL00098080	0.0
12981	DEL00098081	1.0
12982	DEL00098082	1.0
12983	DEL00098083	1.0
12984	DEL00098088	1.0
12985	DEL00098091	1.0
12986	DEL00098092	1.0
12987	DEL00098100	0.0
12988	DEL00098102	1.0
12989	DEL00098109	1.0
12991	DEL00098111	1.0
12992	DEL00098114	1.0
12993	DEL00098118	1.0
12994	DEL00098130	0.0
12995	DEL00098134	1.0
12996	DEL00098135	1.0
12997	DEL00098140	1.0
12998	DEL00098141	1.0
12999	DEL00098145	0.0
13001	DEL00098152	1.0
13002	DEL00098155	1.0
13003	DEL00098158	1.0
13004	DEL00098160	1.0
13005	DEL00098161	1.0
13006	DEL00098164	1.0
13007	DEL00098165	1.0
13008	DEL00098170	1.0
13009	DEL00098182	1.0
13011	DEL00098191	1.0
13012	DEL00098192	1.0
13013	DEL00098193	0.0
13014	DEL00098194	1.0
13015	DEL00098195	1.0
13016	DEL00098197	1.0
13017	DEL00098209	1.0
13018	DEL00098216	0.0
13019	DEL00098232	1.0
13021	DEL00098244	1.0
13022	DEL00098246	1.0
13023	DEL00098248	0.0
13024	DEL00098252	1.0
13025	DEL00098266	1.0
13026	DEL00098268	1.0
13027	DEL00098269	1.0
13028	DEL00098290	1.0
13029	DEL00098304	1.0
13031	DEL00098306	1.0
13032	DEL00098309	1.0
13033	DEL00098310	1.0
13034	DEL00098312	1.0
13035	DEL00098314	1.0
13036	DEL00098319	1.0
13037	DEL00098322	1.0
13038	DEL00098327	1.0
13039	DEL00098329	1.0
13040	DEL00098330	1.0
13041	DEL00098331	1.0
13042	DEL00098332	1.0
13043	DEL00098335	0.0
13044	DEL00098336	1.0
13045	DEL00098337	1.0
13046	DEL00098338	1.0
13047	DEL00098339	1.0
13048	DEL00098341	1.0
13049	DEL00098359	1.0
13051	DEL00098364	1.0
13052	DEL00098366	1.0
13053	DEL00098367	1.0
13054	DEL00098372	0.0
13055	DEL00098379	1.0
13056	DEL00098382	1.0
13057	DEL00098383	0.0
13058	DEL00098390	0.0
13059	DEL00098392	1.0
13061	DEL00098397	1.0
13062	DEL00098401	1.0
13063	DEL00098405	1.0
13064	DEL00098412	1.0
13065	DEL00098413	1.0
13066	DEL00098414	1.0
13067	DEL00098415	1.0
13068	DEL00098420	1.0
13069	DEL00098444	1.0
13071	DEL00098446	1.0
13072	DEL00098447	1.0
13073	DEL00098460	1.0
13074	DEL00098464	1.0
13075	DEL00098466	1.0
13076	DEL00098471	1.0
13077	DEL00098477	1.0
13078	DEL00098479	1.0
13079	DEL00098483	1.0
13081	DEL00098489	1.0
13082	DEL00098490	1.0
13083	DEL00098492	1.0
13084	DEL00098494	1.0
13085	DEL00098499	1.0
13086	DEL00098502	1.0
13087	DEL00098510	1.0
13088	DEL00098513	0.0
13089	DEL00098514	1.0
13091	DEL00098522	1.0
13092	DEL00098531	1.0
13093	DEL00098537	1.0
13094	DEL00098538	1.0
13095	DEL00098542	1.0
13096	DEL00098544	1.0
13097	DEL00098545	1.0
13098	DEL00098549	1.0
13099	DEL00098550	1.0
13100	DEL00098553	1.0
13101	DEL00098554	1.0
13102	DEL00098557	0.0
13103	DEL00098559	1.0
13104	DEL00098560	1.0
13105	DEL00098561	1.0
13106	DEL00098563	1.0
13107	DEL00098566	1.0
13108	DEL00098586	1.0
13109	DEL00098588	1.0
13111	DEL00098599	1.0
13112	DEL00098607	1.0
13113	DEL00098609	1.0
13114	DEL00098611	1.0
13115	DEL00098622	1.0
13116	DEL00098625	1.0
13117	DEL00098626	1.0
13118	DEL00098628	0.0
13119	DEL00098634	1.0
13121	DEL00098645	1.0
13122	DEL00098648	1.0
13123	DEL00098650	1.0
13124	DEL00098656	1.0
13125	DEL00098659	1.0
13126	DEL00098660	0.0
13127	DEL00098663	1.0
13128	DEL00098666	1.0
13129	DEL00098669	1.0
13131	DEL00098675	1.0
13132	DEL00098679	1.0
13133	DEL00098681	1.0
13134	DEL00098694	1.0
13135	DEL00098699	1.0
13136	DEL00098703	1.0
13137	DEL00098706	1.0
13138	DEL00098712	1.0
13139	DEL00098713	0.0
13142	DEL00098731	1.0
13143	DEL00098734	1.0
13144	DEL00098743	1.0
13145	DEL00098749	1.0
13146	DEL00098750	1.0
13147	DEL00098752	1.0
13148	DEL00098753	1.0
13149	DEL00098760	1.0
13151	DEL00098776	1.0
13152	DEL00098779	1.0
13153	DEL00098794	1.0
13154	DEL00098810	1.0
13155	DEL00098812	1.0
13156	DEL00098820	0.0
13157	DEL00098822	1.0
13158	DEL00098824	1.0
13159	DEL00098826	1.0
13161	DEL00098831	1.0
13162	DEL00098833	1.0
13163	DEL00098902	1.0
13164	DEL00098903	1.0
13165	DEL00098907	1.0
13166	DEL00098915	1.0
13167	DEL00098940	1.0
13168	DEL00098963	1.0
13169	DEL00098979	1.0
13171	DEL00098987	1.0
13172	DEL00098993	1.0
13173	DEL00099001	1.0
13174	DEL00099107	1.0
13175	DEL00099125	1.0
13176	DEL00099140	1.0
13177	DEL00099159	1.0
13178	DEL00099161	1.0
13179	DEL00099168	1.0
13180	DEL00099183	1.0
13181	DEL00099184	1.0
13182	DEL00099190	1.0
13183	DEL00099193	1.0
13184	DEL00099196	1.0
13185	DEL00099203	1.0
13186	DEL00099204	1.0
13187	DEL00099205	1.0
13188	DEL00099206	1.0
13189	DEL00099209	1.0
13190	DEL00099212	1.0
13191	DEL00099215	1.0
13192	DEL00099227	1.0
13193	DEL00099234	1.0
13194	DEL00099239	1.0
13195	DEL00099241	1.0
13196	DEL00099244	1.0
13197	DEL00099247	1.0
13198	DEL00099252	0.0
13199	DEL00099257	1.0
13200	DEL00099260	1.0
13201	DEL00099268	1.0
13202	DEL00099271	1.0
13203	DEL00099275	1.0
13204	DEL00099284	1.0
13205	DEL00099286	1.0
13206	DEL00099287	1.0
13207	DEL00099289	1.0
13208	DEL00099290	1.0
13209	DEL00099291	1.0
13210	DEL00099293	1.0
13211	DEL00099295	1.0
13212	DEL00099298	1.0
13213	DEL00099300	1.0
13214	DEL00099302	1.0
13215	DEL00099306	1.0
13216	DEL00099312	1.0
13217	DEL00099313	1.0
13218	DEL00099315	1.0
13219	DEL00099320	1.0
13220	DEL00099321	1.0
13221	DEL00099322	1.0
13222	DEL00099326	1.0
13223	DEL00099330	1.0
13224	DEL00099334	1.0
13225	DEL00099335	1.0
13226	DEL00099337	1.0
13227	DEL00099341	1.0
13228	DEL00099345	1.0
13229	DEL00099351	1.0
13230	DEL00099363	1.0
13231	DEL00099370	1.0
13232	DEL00099394	1.0
13233	DEL00099421	1.0
13234	DEL00099435	1.0
13235	DEL00099436	1.0
13236	DEL00099449	1.0
13237	DEL00099455	1.0
13238	DEL00099461	1.0
13239	DEL00099472	1.0
13240	DEL00099476	1.0
13241	DEL00099482	1.0
13242	DEL00099489	1.0
13243	DEL00099494	1.0
13244	DEL00099495	1.0
13245	DEL00099517	1.0
13246	DEL00099520	1.0
13247	DEL00099529	1.0
13248	DEL00099532	0.0
13249	DEL00099535	1.0
13250	DEL00099539	1.0
13251	DEL00099540	1.0
13252	DEL00099544	1.0
13253	DEL00099547	1.0
13254	DEL00099548	1.0
13255	DEL00099549	1.0
13256	DEL00099554	1.0
13257	DEL00099558	1.0
13258	DEL00099559	1.0
13259	DEL00099566	1.0
13260	DEL00099571	1.0
13261	DEL00099584	1.0
13262	DEL00099585	1.0
13263	DEL00099596	1.0
13264	DEL00099598	1.0
13265	DEL00099613	1.0
13266	DEL00099615	1.0
13267	DEL00099616	0.0
13268	DEL00099617	1.0
13269	DEL00099627	1.0
13270	DEL00099628	1.0
13271	DEL00099631	1.0
13272	DEL00099632	1.0
13273	DEL00099633	1.0
13274	DEL00099636	1.0
13275	DEL00099637	1.0
13276	DEL00099643	1.0
13277	DEL00099644	1.0
13278	DEL00099648	1.0
13279	DEL00099656	1.0
13281	DEL00099664	1.0
13282	DEL00099665	1.0
13283	DEL00099666	1.0
13284	DEL00099669	1.0
13285	DEL00099675	1.0
13286	DEL00099676	1.0
13287	DEL00099681	1.0
13288	DEL00099682	1.0
13289	DEL00099686	1.0
13291	DEL00099704	1.0
13292	DEL00099706	1.0
13293	DEL00099722	1.0
13294	DEL00099723	1.0
13295	DEL00099727	1.0
13296	DEL00099732	1.0
13297	DEL00099741	1.0
13298	DEL00099745	1.0
13299	DEL00099747	1.0
13301	DEL00099750	1.0
13302	DEL00099755	1.0
13303	DEL00099757	1.0
13304	DEL00099763	1.0
13305	DEL00099768	1.0
13306	DEL00099769	1.0
13307	DEL00099773	1.0
13308	DEL00099774	1.0
13309	DEL00099778	1.0
13311	DEL00099785	1.0
13312	DEL00099788	1.0
13313	DEL00099790	1.0
13314	DEL00099792	1.0
13315	DEL00099794	1.0
13316	DEL00099796	1.0
13317	DEL00099797	1.0
13318	DEL00099802	1.0
13319	DEL00099809	1.0
13321	DEL00099812	0.0
13322	DEL00099814	1.0
13323	DEL00099815	1.0
13324	DEL00099817	0.0
13325	DEL00099821	1.0
13326	DEL00099822	1.0
13327	DEL00099825	1.0
13328	DEL00099826	1.0
13329	DEL00099836	1.0
13331	DEL00099840	1.0
13332	DEL00099843	1.0
13333	DEL00099845	1.0
13334	DEL00099851	1.0
13335	DEL00099852	1.0
13336	DEL00099869	1.0
13337	DEL00099874	0.0
13338	DEL00099884	0.0
13339	DEL00099885	1.0
13341	DEL00099896	1.0
13342	DEL00099897	1.0
13343	DEL00099901	1.0
13344	DEL00099905	1.0
13345	DEL00099906	1.0
13346	DEL00099909	1.0
13347	DEL00099913	1.0
13348	DEL00099920	1.0
13349	DEL00099924	1.0
13351	DEL00099944	1.0
13352	DEL00099947	1.0
13353	DEL00099959	1.0
13354	DEL00099971	1.0
13355	DEL00099976	1.0
13356	DEL00099977	1.0
13357	DEL00099985	1.0
13358	DEL00099987	1.0
13359	DEL00099989	1.0
13361	DEL00099991	1.0
13362	DEL00099996	1.0
13363	DEL00099998	1.0
13364	DEL00099999	1.0
13365	DEL00100005	1.0
13366	DEL00100007	1.0
13367	DEL00100009	1.0
13368	DEL00100012	1.0
13369	DEL00100015	1.0
13371	DEL00100030	1.0
13372	DEL00100036	1.0
13373	DEL00100045	1.0
13374	DEL00100048	1.0
13375	DEL00100049	0.0
13376	DEL00100053	1.0
13377	DEL00100056	1.0
13378	DEL00100058	0.0
13379	DEL00100060	1.0
13381	DEL00100067	1.0
13382	DEL00100078	1.0
13383	DEL00100079	1.0
13384	DEL00100082	1.0
13385	DEL00100090	1.0
13386	DEL00100103	1.0
13387	DEL00100105	1.0
13388	DEL00100109	1.0
13389	DEL00100110	1.0
13391	DEL00100120	1.0
13392	DEL00100123	1.0
13393	DEL00100129	1.0
13394	DEL00100133	1.0
13395	DEL00100142	1.0
13396	DEL00100155	1.0
13397	DEL00100161	1.0
13398	DEL00100165	1.0
13399	DEL00100167	1.0
13401	DEL00100177	1.0
13402	DEL00100179	1.0
13403	DEL00100185	1.0
13404	DEL00100186	1.0
13405	DEL00100210	1.0
13406	DEL00100226	1.0
13407	DEL00100237	1.0
13408	DEL00100239	1.0
13409	DEL00100241	1.0
13411	DEL00100249	1.0
13412	DEL00100256	1.0
13413	DEL00100269	1.0
13414	DEL00100271	1.0
13415	DEL00100272	1.0
13416	DEL00100273	1.0
13417	DEL00100281	1.0
13418	DEL00100282	1.0
13419	DEL00100284	1.0
13421	DEL00100288	1.0
13422	DEL00100289	0.0
13423	DEL00100291	1.0
13424	DEL00100292	1.0
13425	DEL00100300	1.0
13426	DEL00100305	1.0
13427	DEL00100307	1.0
13428	DEL00100313	1.0
13429	DEL00100315	1.0
13431	DEL00100323	1.0
13432	DEL00100332	1.0
13433	DEL00100335	1.0
13434	DEL00100336	1.0
13435	DEL00100347	1.0
13436	DEL00100352	1.0
13437	DEL00100353	1.0
13438	DEL00100356	1.0
13439	DEL00100371	1.0
13441	DEL00100377	1.0
13442	DEL00100380	1.0
13443	DEL00100384	1.0
13444	DEL00100390	1.0
13445	DEL00100391	1.0
13446	DEL00100393	1.0
13447	DEL00100394	1.0
13448	DEL00100395	1.0
13449	DEL00100396	1.0
13451	DEL00100406	1.0
13452	DEL00100407	0.0
13453	DEL00100410	1.0
13454	DEL00100415	1.0
13455	DEL00100419	1.0
13456	DEL00100420	1.0
13457	DEL00100424	1.0
13458	DEL00100425	1.0
13459	DEL00100428	1.0
13461	DEL00100430	0.0
13462	DEL00100439	1.0
13463	DEL00100447	1.0
13464	DEL00100450	1.0
13465	DEL00100454	1.0
13466	DEL00100456	1.0
13467	DEL00100463	1.0
13468	DEL00100466	1.0
13469	DEL00100473	1.0
13471	DEL00100476	1.0
13472	DEL00100479	1.0
13473	DEL00100481	1.0
13474	DEL00100482	1.0
13475	DEL00100483	1.0
13476	DEL00100484	1.0
13477	DEL00100492	1.0
13478	DEL00100496	1.0
13479	DEL00100497	1.0
13481	DEL00100506	0.0
13482	DEL00100511	1.0
13483	DEL00100512	1.0
13484	DEL00100516	1.0
13485	DEL00100517	1.0
13486	DEL00100520	1.0
13487	DEL00100522	1.0
13488	DEL00100528	1.0
13489	DEL00100529	1.0
13491	DEL00100531	1.0
13492	DEL00100532	1.0
13493	DEL00100540	1.0
13494	DEL00100551	1.0
13495	DEL00100556	1.0
13496	DEL00100558	1.0
13497	DEL00100560	1.0
13498	DEL00100561	1.0
13499	DEL00100562	1.0
13501	DEL00100571	1.0
13502	DEL00100573	1.0
13503	DEL00100576	1.0
13504	DEL00100579	1.0
13505	DEL00100583	1.0
13506	DEL00100592	1.0
13507	DEL00100599	1.0
13508	DEL00100603	1.0
13509	DEL00100606	1.0
13511	DEL00100609	1.0
13512	DEL00100610	1.0
13513	DEL00100612	1.0
13514	DEL00100615	1.0
13515	DEL00100618	1.0
13516	DEL00100624	1.0
13517	DEL00100626	1.0
13518	DEL00100630	1.0
13519	DEL00100632	1.0
13522	DEL00100643	1.0
13523	DEL00100647	1.0
13524	DEL00100649	1.0
13525	DEL00100652	1.0
13526	DEL00100659	1.0
13527	DEL00100660	1.0
13528	DEL00100663	1.0
13529	DEL00100666	1.0
13531	DEL00100677	1.0
13532	DEL00100680	1.0
13533	DEL00100684	1.0
13534	DEL00100689	1.0
13535	DEL00100690	1.0
13536	DEL00100691	1.0
13537	DEL00100695	1.0
13538	DEL00100701	1.0
13539	DEL00100704	1.0
13541	DEL00100710	1.0
13542	DEL00100716	1.0
13543	DEL00100720	1.0
13544	DEL00100722	1.0
13545	DEL00100723	1.0
13546	DEL00100725	1.0
13547	DEL00100730	1.0
13548	DEL00100733	1.0
13549	DEL00100735	1.0
13551	DEL00100743	1.0
13552	DEL00100744	1.0
13553	DEL00100745	1.0
13554	DEL00100753	1.0
13555	DEL00100754	0.0
13556	DEL00100766	1.0
13557	DEL00100772	1.0
13558	DEL00100786	1.0
13559	DEL00100787	1.0
13560	DEL00100789	1.0
13561	DEL00100796	1.0
13562	DEL00100810	1.0
13563	DEL00100813	1.0
13564	DEL00100815	1.0
13565	DEL00100819	1.0
13566	DEL00100821	0.0
13567	DEL00100827	1.0
13568	DEL00100829	1.0
13569	DEL00100833	1.0
13571	DEL00100855	1.0
13572	DEL00100858	1.0
13573	DEL00100862	1.0
13574	DEL00100863	0.0
13575	DEL00100867	1.0
13576	DEL00100874	1.0
13577	DEL00100876	1.0
13578	DEL00100879	1.0
13579	DEL00100880	1.0
13581	DEL00100883	1.0
13582	DEL00100889	1.0
13583	DEL00100896	1.0
13584	DEL00100907	1.0
13585	DEL00100910	1.0
13586	DEL00100912	1.0
13587	DEL00100914	1.0
13588	DEL00100915	1.0
13589	DEL00100924	1.0
13591	DEL00100926	1.0
13592	DEL00100933	1.0
13593	DEL00100943	1.0
13594	DEL00100945	1.0
13595	DEL00100946	1.0
13596	DEL00100948	1.0
13597	DEL00100950	1.0
13598	DEL00100953	1.0
13599	DEL00100954	1.0
13601	DEL00100961	1.0
13602	DEL00100963	1.0
13603	DEL00100966	1.0
13604	DEL00100990	1.0
13605	DEL00100991	1.0
13606	DEL00100998	1.0
13607	DEL00101014	0.0
13608	DEL00101015	1.0
13609	DEL00101017	1.0
13611	DEL00101026	1.0
13612	DEL00101030	1.0
13613	DEL00101031	1.0
13614	DEL00101034	1.0
13615	DEL00101046	1.0
13616	DEL00101047	1.0
13617	DEL00101048	1.0
13618	DEL00101055	0.0
13619	DEL00101059	1.0
13621	DEL00101072	1.0
13622	DEL00101075	1.0
13623	DEL00101082	1.0
13624	DEL00101083	1.0
13625	DEL00101089	1.0
13626	DEL00101091	1.0
13627	DEL00101092	1.0
13628	DEL00101093	1.0
13629	DEL00101099	1.0
13631	DEL00101113	1.0
13632	DEL00101116	1.0
13633	DEL00101119	1.0
13634	DEL00101122	0.0
13635	DEL00101123	1.0
13636	DEL00101124	1.0
13637	DEL00101129	1.0
13638	DEL00101135	1.0
13639	DEL00101136	1.0
13641	DEL00101143	1.0
13642	DEL00101144	1.0
13643	DEL00101147	1.0
13644	DEL00101150	1.0
13645	DEL00101155	1.0
13646	DEL00101159	1.0
13647	DEL00101164	1.0
13648	DEL00101170	1.0
13649	DEL00101174	1.0
13651	DEL00101183	1.0
13652	DEL00101184	1.0
13653	DEL00101188	0.0
13654	DEL00101192	1.0
13655	DEL00101194	1.0
13656	DEL00101196	1.0
13657	DEL00101205	1.0
13658	DEL00101218	1.0
13659	DEL00101221	1.0
13661	DEL00101229	1.0
13662	DEL00101232	1.0
13663	DEL00101234	1.0
13664	DEL00101237	1.0
13665	DEL00101238	1.0
13666	DEL00101248	1.0
13667	DEL00101250	1.0
13668	DEL00101264	0.0
13669	DEL00101269	1.0
13670	DEL00101270	0.0
13671	DEL00101274	1.0
13672	DEL00101294	1.0
13673	DEL00101296	1.0
13674	DEL00101297	1.0
13675	DEL00101301	0.0
13676	DEL00101302	1.0
13677	DEL00101308	1.0
13678	DEL00101314	1.0
13679	DEL00101318	1.0
13681	DEL00101329	1.0
13682	DEL00101345	1.0
13683	DEL00101364	1.0
13684	DEL00101365	1.0
13685	DEL00101367	1.0
13686	DEL00101378	1.0
13687	DEL00101380	1.0
13688	DEL00101381	1.0
13689	DEL00101382	1.0
13691	DEL00101397	0.0
13692	DEL00101404	1.0
13693	DEL00101412	1.0
13694	DEL00101415	1.0
13695	DEL00101417	1.0
13696	DEL00101418	1.0
13697	DEL00101428	1.0
13698	DEL00101430	1.0
13699	DEL00101432	1.0
13701	DEL00101439	1.0
13702	DEL00101442	1.0
13703	DEL00101444	1.0
13704	DEL00101447	1.0
13705	DEL00101448	1.0
13706	DEL00101451	1.0
13707	DEL00101455	1.0
13708	DEL00101456	1.0
13709	DEL00101462	1.0
13711	DEL00101469	0.0
13712	DEL00101478	1.0
13713	DEL00101479	1.0
13714	DEL00101480	1.0
13715	DEL00101484	1.0
13716	DEL00101508	1.0
13717	DEL00101509	0.0
13718	DEL00101513	1.0
13719	DEL00101516	1.0
13721	DEL00101526	1.0
13722	DEL00101535	0.0
13723	DEL00101538	1.0
13724	DEL00101539	1.0
13725	DEL00101544	1.0
13726	DEL00101546	1.0
13727	DEL00101548	1.0
13728	DEL00101549	1.0
13729	DEL00101550	1.0
13731	DEL00101555	1.0
13732	DEL00101557	1.0
13733	DEL00101560	1.0
13734	DEL00101562	1.0
13735	DEL00101563	1.0
13736	DEL00101567	1.0
13737	DEL00101578	1.0
13738	DEL00101580	1.0
13739	DEL00101588	1.0
13741	DEL00101596	1.0
13742	DEL00101597	1.0
13743	DEL00101604	0.0
13744	DEL00101605	1.0
13745	DEL00101607	1.0
13746	DEL00101610	1.0
13747	DEL00101613	1.0
13748	DEL00101616	1.0
13749	DEL00101620	1.0
13751	DEL00101624	1.0
13752	DEL00101627	1.0
13753	DEL00101628	1.0
13754	DEL00101631	1.0
13755	DEL00101637	0.0
13756	DEL00101642	1.0
13757	DEL00101645	1.0
13758	DEL00101646	0.0
13759	DEL00101647	1.0
13761	DEL00101652	1.0
13762	DEL00101662	1.0
13763	DEL00101669	1.0
13764	DEL00101671	0.0
13765	DEL00101672	1.0
13766	DEL00101677	1.0
13767	DEL00101678	1.0
13768	DEL00101680	1.0
13769	DEL00101684	1.0
13771	DEL00101691	1.0
